pattern,transformation,instances,consistency,confidence
CONST-REM::ABSENT→ADVP-REM::None::None::None,ADVP-REM,26,1.0,1.0
DEP-REL-CHG::cc→obj::None::None::None,obj,26,1.0,1.0
LENGTH-CHG::11→17::None::None::None,17,26,1.0,1.0
DEP-REL-CHG::punct→nsubj::None::None::None::None,nsubj,26,1.0,1.0
DEP-REL-CHG::punct→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,26,1.0,1.0
DEP-REL-CHG::nsubj→aux::None::None::None,aux,26,1.0,1.0
TED-SIMPLE::1→1::None::None::None,1,26,1.0,1.0
TED-ZHANG-SHASHA::2→2::None::None::None,2,26,1.0,1.0
TED-KLEIN::2→2::None::None::None,2,26,1.0,1.0
TED-RTED::2→2::None::None::None,2,26,1.0,1.0
DEP-REL-CHG::compound:prt→root::None::None::None,root,26,1.0,1.0
DEP-REL-CHG::appos→case::None::None::None,case,26,1.0,1.0
DEP-REL-CHG::nsubj:pass→nummod::None::None::None,nummod,26,1.0,1.0
DEP-REL-CHG::amod→obl::None::None::None,obl,26,1.0,1.0
DEP-REL-CHG::flat→compound::None::None::None::None,compound,26,1.0,1.0
DEP-REL-CHG::flat→compound::None::None::None::None::None::None::None::None::None::None,compound,26,1.0,1.0
TED-KLEIN::24→24::None::None::None,24,26,1.0,1.0
LENGTH-CHG::8→10::None::None::None,10,26,1.0,1.0
DEP-REL-CHG::punct→cc::None::None::None,cc,26,1.0,1.0
LENGTH-CHG::10→14::None::None::None::None,14,25,1.0,1.0
LENGTH-CHG::10→14::None::None::None::None::None::None::None::None::None::None,14,25,1.0,1.0
CONST-REM::ABSENT→ADJP-REM::None::None::None::None,ADJP-REM,25,1.0,1.0
CONST-REM::ABSENT→ADJP-REM::None::None::None::None::None::None::None::None::None::None,ADJP-REM,25,1.0,1.0
DEP-REL-CHG::root→flat::None::None::None::None,flat,25,1.0,1.0
DEP-REL-CHG::root→flat::None::None::None::None::None::None::None::None::None::None,flat,25,1.0,1.0
TED-RTED::20→20::None::None::None::None,20,25,1.0,1.0
TED-RTED::20→20::None::None::None::None::None::None::None::None::None::None,20,25,1.0,1.0
DEP-REL-CHG::punct→nmod::None::None::None::None,nmod,25,1.0,1.0
DEP-REL-CHG::punct→nmod::None::None::None::None::None::None::None::None::None::None,nmod,25,1.0,1.0
DEP-REL-CHG::case→nummod::None::None::None::None,nummod,25,1.0,1.0
DEP-REL-CHG::case→nummod::None::None::None::None::None::None::None::None::None::None,nummod,25,1.0,1.0
DEP-REL-CHG::xcomp→det::None::None::None,det,24,1.0,1.0
LENGTH-CHG::12→18::None::None::None,18,24,1.0,1.0
DEP-REL-CHG::root→cop::None::None::None,cop,24,1.0,1.0
DEP-REL-CHG::case→advmod::None::None::None,advmod,24,1.0,1.0
DEP-REL-CHG::compound→aux:pass::None::None::None::None,aux:pass,24,1.0,1.0
DEP-REL-CHG::compound→aux:pass::None::None::None::None::None::None::None::None::None::None,aux:pass,24,1.0,1.0
DEP-REL-CHG::advcl→root::None::None::None,root,24,1.0,1.0
DEP-REL-CHG::nsubj→ccomp::None::None::None,ccomp,24,1.0,1.0
HEAD-CHG::4→5::None::None::None::None,5,24,1.0,1.0
HEAD-CHG::4→5::None::None::None::None::None::None::None::None::None::None,5,24,1.0,1.0
TED-RTED::5→5::None::None::None::None,5,24,1.0,1.0
TED-RTED::5→5::None::None::None::None::None::None::None::None::None::None,5,24,1.0,1.0
TED-KLEIN::26→26::None::None::None,26,24,1.0,1.0
DEP-REL-CHG::advmod→mark::None::None::None,mark,24,1.0,1.0
DEP-REL-CHG::mark→obj::None::None::None::None,obj,24,1.0,1.0
DEP-REL-CHG::mark→obj::None::None::None::None::None::None::None::None::None::None,obj,24,1.0,1.0
DEP-REL-CHG::amod→nmod:poss::None::None::None,nmod:poss,24,1.0,1.0
DEP-REL-CHG::mark→aux:pass::None::None::None,aux:pass,24,1.0,1.0
DEP-REL-CHG::nsubj:pass→amod::None::None::None,amod,24,1.0,1.0
DEP-REL-CHG::obl→conj::None::None::None,conj,24,1.0,1.0
TED-KLEIN::23→23::None::None::None,23,24,1.0,1.0
DEP-REL-CHG::acl→mark::None::None::None,mark,24,1.0,1.0
DEP-REL-CHG::obl→advcl::None::None::None,advcl,24,1.0,1.0
DEP-REL-CHG::punct→advcl::None::None::None,advcl,24,1.0,1.0
DEP-REL-CHG::amod→nummod::None::None::None,nummod,24,1.0,1.0
CONST-REM::ABSENT→QP-REM::None::None::None,QP-REM,24,1.0,1.0
LENGTH-CHG::8→13::None::None::None,13,24,1.0,1.0
DEP-REL-CHG::parataxis→cc::None::None::None,cc,24,1.0,1.0
DEP-REL-CHG::nmod:poss→root::None::None::None::None,root,23,1.0,1.0
DEP-REL-CHG::nmod:poss→root::None::None::None::None::None::None::None::None::None::None,root,23,1.0,1.0
TED-RTED::25→25::None::None::None::None,25,23,1.0,1.0
TED-RTED::25→25::None::None::None::None::None::None::None::None::None::None,25,23,1.0,1.0
DEP-REL-CHG::case→ccomp::None::None::None::None,ccomp,23,1.0,1.0
DEP-REL-CHG::case→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,23,1.0,1.0
DEP-REL-CHG::compound→nmod:poss::None::None::None::None,nmod:poss,23,1.0,1.0
DEP-REL-CHG::compound→nmod:poss::None::None::None::None::None::None::None::None::None::None,nmod:poss,23,1.0,1.0
DEP-REL-CHG::det→case::None::None::None::None,case,23,1.0,1.0
DEP-REL-CHG::det→case::None::None::None::None::None::None::None::None::None::None,case,23,1.0,1.0
TED-KLEIN::19→19::None::None::None::None,19,23,1.0,1.0
TED-KLEIN::19→19::None::None::None::None::None::None::None::None::None::None,19,23,1.0,1.0
TED-KLEIN::22→22::None::None::None::None,22,23,1.0,1.0
TED-KLEIN::22→22::None::None::None::None::None::None::None::None::None::None,22,23,1.0,1.0
TED-RTED::21→21::None::None::None::None,21,23,1.0,1.0
TED-RTED::21→21::None::None::None::None::None::None::None::None::None::None,21,23,1.0,1.0
DEP-REL-CHG::xcomp→obj::None::None::None,obj,22,1.0,1.0
DEP-REL-CHG::nummod→nsubj::None::None::None,nsubj,22,1.0,1.0
DEP-REL-CHG::advcl→det::None::None::None,det,22,1.0,1.0
DEP-REL-CHG::parataxis→obl::None::None::None,obl,22,1.0,1.0
DEP-REL-CHG::obl→nmod::None::None::None,nmod,22,1.0,1.0
LENGTH-CHG::10→12::None::None::None::None,12,22,1.0,1.0
LENGTH-CHG::10→12::None::None::None::None::None::None::None::None::None::None,12,22,1.0,1.0
DEP-REL-CHG::obj→xcomp::None::None::None,xcomp,22,1.0,1.0
CONST-ADD::ADVP-ADD→ABSENT::None::None::None::None,ABSENT,22,1.0,1.0
CONST-ADD::ADVP-ADD→ABSENT::None::None::None::None::None::None::None::None::None::None,ABSENT,22,1.0,1.0
DEP-REL-CHG::acl→nmod::None::None::None,nmod,22,1.0,1.0
DEP-REL-CHG::compound→nsubj:pass::None::None::None,nsubj:pass,22,1.0,1.0
LENGTH-CHG::12→17::None::None::None::None,17,22,1.0,1.0
LENGTH-CHG::12→17::None::None::None::None::None::None::None::None::None::None,17,22,1.0,1.0
DEP-REL-CHG::cop→nsubj::None::None::None,nsubj,22,1.0,1.0
DEP-REL-CHG::nsubj→nmod:poss::None::None::None,nmod:poss,22,1.0,1.0
DEP-REL-CHG::punct→xcomp::None::None::None,xcomp,22,1.0,1.0
DEP-REL-CHG::obl→mark::None::None::None,mark,22,1.0,1.0
TED-RTED::29→29::None::None::None::None,29,22,1.0,1.0
TED-RTED::29→29::None::None::None::None::None::None::None::None::None::None,29,22,1.0,1.0
DEP-REL-CHG::nsubj→advmod::None::None::None,advmod,22,1.0,1.0
DEP-REL-CHG::case→compound:prt::None::None::None,compound:prt,22,1.0,1.0
DEP-REL-CHG::nmod→ccomp::None::None::None,ccomp,22,1.0,1.0
DEP-REL-CHG::obl→aux::None::None::None,aux,22,1.0,1.0
DEP-REL-CHG::obj→nummod::None::None::None::None,nummod,22,1.0,1.0
DEP-REL-CHG::obj→nummod::None::None::None::None::None::None::None::None::None::None,nummod,22,1.0,1.0
LENGTH-CHG::11→12::None::None::None,12,22,1.0,1.0
DEP-REL-CHG::compound→cc::None::None::None,cc,22,1.0,1.0
FW-ADD::CCONJ-ADD→ABSENT::None::None::None,ABSENT,22,1.0,1.0
DEP-REL-CHG::flat→amod::None::None::None,amod,22,1.0,1.0
DEP-REL-CHG::aux:pass→aux::None::None::None,aux,22,1.0,1.0
HEAD-CHG::6→7::None::None::None,7,22,1.0,1.0
DEP-REL-CHG::punct→nmod:poss::None::None::None,nmod:poss,22,1.0,1.0
DEP-REL-CHG::parataxis→punct::None::None::None::None,punct,22,1.0,1.0
DEP-REL-CHG::parataxis→punct::None::None::None::None::None::None::None::None::None::None,punct,22,1.0,1.0
DEP-REL-CHG::advmod→nsubj::None::None::None::None,nsubj,21,1.0,1.0
DEP-REL-CHG::advmod→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,21,1.0,1.0
DEP-REL-CHG::flat→nsubj::None::None::None::None,nsubj,21,1.0,1.0
DEP-REL-CHG::flat→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,21,1.0,1.0
TED-RTED::24→24::None::None::None::None,24,21,1.0,1.0
TED-RTED::24→24::None::None::None::None::None::None::None::None::None::None,24,21,1.0,1.0
HEAD-CHG::5→6::None::None::None::None,6,21,1.0,1.0
HEAD-CHG::5→6::None::None::None::None::None::None::None::None::None::None,6,21,1.0,1.0
LENGTH-CHG::9→11::None::None::None::None,11,21,1.0,1.0
LENGTH-CHG::9→11::None::None::None::None::None::None::None::None::None::None,11,21,1.0,1.0
TED-ZHANG-SHASHA::5→5::None::None::None::None,5,21,1.0,1.0
TED-ZHANG-SHASHA::5→5::None::None::None::None::None::None::None::None::None::None,5,21,1.0,1.0
LENGTH-CHG::10→15::None::None::None::None,15,21,1.0,1.0
LENGTH-CHG::10→15::None::None::None::None::None::None::None::None::None::None,15,21,1.0,1.0
LENGTH-CHG::11→13::None::None::None::None,13,21,1.0,1.0
LENGTH-CHG::11→13::None::None::None::None::None::None::None::None::None::None,13,21,1.0,1.0
DEP-REL-CHG::amod→obj::None::None::None::None,obj,21,1.0,1.0
DEP-REL-CHG::amod→obj::None::None::None::None::None::None::None::None::None::None,obj,21,1.0,1.0
LENGTH-CHG::14→18::None::None::None::None,18,21,1.0,1.0
LENGTH-CHG::14→18::None::None::None::None::None::None::None::None::None::None,18,21,1.0,1.0
DEP-REL-CHG::aux:pass→nsubj:pass::None::None::None::None,nsubj:pass,21,1.0,1.0
DEP-REL-CHG::aux:pass→nsubj:pass::None::None::None::None::None::None::None::None::None::None,nsubj:pass,21,1.0,1.0
POS-CHG::VERB→NOUN::None::None::None::None,NOUN,21,1.0,1.0
POS-CHG::VERB→NOUN::None::None::None::None::None::None::None::None::None::None,NOUN,21,1.0,1.0
DEP-REL-CHG::flat→case::None::None::None::None,case,20,1.0,1.0
DEP-REL-CHG::flat→case::None::None::None::None::None::None::None::None::None::None,case,20,1.0,1.0
TED-KLEIN::8→8::None::None::None,8,20,1.0,1.0
DEP-REL-CHG::flat→det::None::None::None,det,20,1.0,1.0
TED-ZHANG-SHASHA::24→24::None::None::None,24,20,1.0,1.0
DEP-REL-CHG::advcl→obj::None::None::None::None,obj,20,1.0,1.0
DEP-REL-CHG::advcl→obj::None::None::None::None::None::None::None::None::None::None,obj,20,1.0,1.0
DEP-REL-CHG::advmod→case::None::None::None,case,20,1.0,1.0
DEP-REL-CHG::mark→punct::None::None::None,punct,20,1.0,1.0
DEP-REL-CHG::case→cop::None::None::None::None,cop,20,1.0,1.0
DEP-REL-CHG::case→cop::None::None::None::None::None::None::None::None::None::None,cop,20,1.0,1.0
LENGTH-CHG::12→13::None::None::None,13,20,1.0,1.0
DEP-REL-CHG::case→acl::None::None::None::None,acl,20,1.0,1.0
DEP-REL-CHG::case→acl::None::None::None::None::None::None::None::None::None::None,acl,20,1.0,1.0
DEP-REL-CHG::case→flat::None::None::None::None,flat,20,1.0,1.0
DEP-REL-CHG::case→flat::None::None::None::None::None::None::None::None::None::None,flat,20,1.0,1.0
DEP-REL-CHG::nmod→punct::None::None::None::None,punct,20,1.0,1.0
DEP-REL-CHG::nmod→punct::None::None::None::None::None::None::None::None::None::None,punct,20,1.0,1.0
DEP-REL-CHG::parataxis→nsubj::None::None::None::None,nsubj,20,1.0,1.0
DEP-REL-CHG::parataxis→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,20,1.0,1.0
DEP-REL-CHG::obj→cc::None::None::None,cc,20,1.0,1.0
DEP-REL-CHG::punct→conj::None::None::None,conj,20,1.0,1.0
DEP-REL-CHG::conj→nsubj::None::None::None,nsubj,20,1.0,1.0
DEP-REL-CHG::ccomp→nsubj::None::None::None,nsubj,20,1.0,1.0
DEP-REL-CHG::mark→amod::None::None::None,amod,20,1.0,1.0
DEP-REL-CHG::flat→obj::None::None::None::None,obj,20,1.0,1.0
DEP-REL-CHG::flat→obj::None::None::None::None::None::None::None::None::None::None,obj,20,1.0,1.0
DEP-REL-CHG::root→obl::None::None::None,obl,20,1.0,1.0
C-DEL::ABSENT→ADV-DEL::None::None::None,ADV-DEL,20,1.0,1.0
DEP-REL-CHG::root→obj::None::None::None,obj,20,1.0,1.0
LENGTH-CHG::10→11::None::None::None,11,20,1.0,1.0
TED-ZHANG-SHASHA::4→4::None::None::None::None,4,20,1.0,1.0
TED-ZHANG-SHASHA::4→4::None::None::None::None::None::None::None::None::None::None,4,20,1.0,1.0
TED-RTED::4→4::None::None::None::None,4,20,1.0,1.0
TED-RTED::4→4::None::None::None::None::None::None::None::None::None::None,4,20,1.0,1.0
C-ADD::ADV-ADD→ABSENT::None::None::None,ABSENT,20,1.0,1.0
FEAT-CHG::Number=Sing→Number=Plur::None::None::None,Number=Plur,20,1.0,1.0
DEP-REL-CHG::nummod→obl::None::None::None,obl,20,1.0,1.0
LENGTH-CHG::14→19::None::None::None,19,20,1.0,1.0
DEP-REL-CHG::appos→nummod::None::None::None,nummod,20,1.0,1.0
DEP-REL-CHG::obj→obl::None::None::None,obl,20,1.0,1.0
DEP-REL-CHG::nummod→punct::None::None::None,punct,20,1.0,1.0
TED-RTED::26→26::None::None::None::None,26,19,1.0,1.0
TED-RTED::26→26::None::None::None::None::None::None::None::None::None::None,26,19,1.0,1.0
TED-KLEIN::11→11::None::None::None::None,11,19,1.0,1.0
TED-KLEIN::11→11::None::None::None::None::None::None::None::None::None::None,11,19,1.0,1.0
DEP-REL-CHG::obl→xcomp::None::None::None::None,xcomp,19,1.0,1.0
DEP-REL-CHG::obl→xcomp::None::None::None::None::None::None::None::None::None::None,xcomp,19,1.0,1.0
TED-RTED::28→28::None::None::None::None,28,19,1.0,1.0
TED-RTED::28→28::None::None::None::None::None::None::None::None::None::None,28,19,1.0,1.0
DEP-REL-CHG::flat→punct::None::None::None::None,punct,19,1.0,1.0
DEP-REL-CHG::flat→punct::None::None::None::None::None::None::None::None::None::None,punct,19,1.0,1.0
DEP-REL-CHG::mark→case::None::None::None::None,case,19,1.0,1.0
DEP-REL-CHG::mark→case::None::None::None::None::None::None::None::None::None::None,case,19,1.0,1.0
DEP-REL-CHG::punct→aux::None::None::None::None,aux,19,1.0,1.0
DEP-REL-CHG::punct→aux::None::None::None::None::None::None::None::None::None::None,aux,19,1.0,1.0
TED-KLEIN::4→4::None::None::None::None,4,19,1.0,1.0
TED-KLEIN::4→4::None::None::None::None::None::None::None::None::None::None,4,19,1.0,1.0
DEP-REL-CHG::punct→mark::None::None::None::None,mark,19,1.0,1.0
DEP-REL-CHG::punct→mark::None::None::None::None::None::None::None::None::None::None,mark,19,1.0,1.0
DEP-REL-CHG::acl→det::None::None::None,det,18,1.0,1.0
DEP-REL-CHG::det→obj::None::None::None,obj,18,1.0,1.0
DEP-REL-CHG::acl→nsubj::None::None::None,nsubj,18,1.0,1.0
DEP-REL-CHG::obl:unmarked→nummod::None::None::None,nummod,18,1.0,1.0
LENGTH-CHG::13→15::None::None::None::None,15,18,1.0,1.0
LENGTH-CHG::13→15::None::None::None::None::None::None::None::None::None::None,15,18,1.0,1.0
LENGTH-CHG::9→13::None::None::None::None,13,18,1.0,1.0
LENGTH-CHG::9→13::None::None::None::None::None::None::None::None::None::None,13,18,1.0,1.0
DEP-REL-CHG::compound→advmod::None::None::None,advmod,18,1.0,1.0
DEP-REL-CHG::nmod→mark::None::None::None,mark,18,1.0,1.0
DEP-REL-CHG::ccomp→det::None::None::None,det,18,1.0,1.0
DEP-REL-CHG::obj→case::None::None::None::None,case,18,1.0,1.0
DEP-REL-CHG::obj→case::None::None::None::None::None::None::None::None::None::None,case,18,1.0,1.0
TED-KLEIN::9→9::None::None::None::None,9,18,1.0,1.0
TED-KLEIN::9→9::None::None::None::None::None::None::None::None::None::None,9,18,1.0,1.0
DEP-REL-CHG::appos→obj::None::None::None,obj,18,1.0,1.0
DEP-REL-CHG::cop→punct::None::None::None,punct,18,1.0,1.0
DEP-REL-CHG::flat→obl::None::None::None,obl,18,1.0,1.0
DEP-REL-CHG::obj→conj::None::None::None::None,conj,18,1.0,1.0
DEP-REL-CHG::obj→conj::None::None::None::None::None::None::None::None::None::None,conj,18,1.0,1.0
POS-CHG::ADJ→NOUN::None::None::None,NOUN,18,1.0,1.0
LENGTH-CHG::14→17::None::None::None::None,17,18,1.0,1.0
LENGTH-CHG::14→17::None::None::None::None::None::None::None::None::None::None,17,18,1.0,1.0
DEP-REL-CHG::mark→obl::None::None::None,obl,18,1.0,1.0
LENGTH-CHG::11→18::None::None::None,18,18,1.0,1.0
DEP-REL-CHG::det→punct::None::None::None,punct,18,1.0,1.0
DEP-REL-CHG::det→aux::None::None::None,aux,18,1.0,1.0
LENGTH-CHG::16→19::None::None::None,19,18,1.0,1.0
DEP-REL-CHG::parataxis→det::None::None::None::None,det,18,1.0,1.0
DEP-REL-CHG::parataxis→det::None::None::None::None::None::None::None::None::None::None,det,18,1.0,1.0
LENGTH-CHG::8→14::None::None::None,14,18,1.0,1.0
DEP-REL-CHG::appos→amod::None::None::None,amod,18,1.0,1.0
DEP-REL-CHG::appos→det::None::None::None,det,18,1.0,1.0
DEP-REL-CHG::compound→ccomp::None::None::None::None,ccomp,17,1.0,1.0
DEP-REL-CHG::compound→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,17,1.0,1.0
DEP-REL-CHG::advmod→punct::None::None::None::None,punct,17,1.0,1.0
DEP-REL-CHG::advmod→punct::None::None::None::None::None::None::None::None::None::None,punct,17,1.0,1.0
DEP-REL-CHG::amod→mark::None::None::None::None,mark,17,1.0,1.0
DEP-REL-CHG::amod→mark::None::None::None::None::None::None::None::None::None::None,mark,17,1.0,1.0
DEP-REL-CHG::flat→root::None::None::None::None,root,17,1.0,1.0
DEP-REL-CHG::flat→root::None::None::None::None::None::None::None::None::None::None,root,17,1.0,1.0
DEP-REL-CHG::case→advcl::None::None::None::None,advcl,17,1.0,1.0
DEP-REL-CHG::case→advcl::None::None::None::None::None::None::None::None::None::None,advcl,17,1.0,1.0
LENGTH-CHG::8→12::None::None::None::None,12,17,1.0,1.0
LENGTH-CHG::8→12::None::None::None::None::None::None::None::None::None::None,12,17,1.0,1.0
DEP-REL-CHG::root→nmod::None::None::None::None,nmod,17,1.0,1.0
DEP-REL-CHG::root→nmod::None::None::None::None::None::None::None::None::None::None,nmod,17,1.0,1.0
DEP-REL-CHG::nsubj→cc::None::None::None,cc,16,1.0,1.0
DEP-REL-CHG::advmod→det::None::None::None::None,det,16,1.0,1.0
DEP-REL-CHG::advmod→det::None::None::None::None::None::None::None::None::None::None,det,16,1.0,1.0
DEP-REL-CHG::case→conj::None::None::None::None,conj,16,1.0,1.0
DEP-REL-CHG::case→conj::None::None::None::None::None::None::None::None::None::None,conj,16,1.0,1.0
DEP-REL-CHG::nmod→aux::None::None::None,aux,16,1.0,1.0
DEP-REL-CHG::cc→obl::None::None::None,obl,16,1.0,1.0
DEP-REL-CHG::conj→case::None::None::None,case,16,1.0,1.0
DEP-REL-CHG::cop→root::None::None::None,root,16,1.0,1.0
LENGTH-CHG::13→20::None::None::None,20,16,1.0,1.0
DEP-REL-CHG::flat→nmod::None::None::None,nmod,16,1.0,1.0
DEP-REL-CHG::obl→ccomp::None::None::None,ccomp,16,1.0,1.0
DEP-REL-CHG::obl→advmod::None::None::None,advmod,16,1.0,1.0
HEAD-CHG::10→11::None::None::None,11,16,1.0,1.0
DEP-REL-CHG::nummod→compound::None::None::None::None,compound,16,1.0,1.0
DEP-REL-CHG::nummod→compound::None::None::None::None::None::None::None::None::None::None,compound,16,1.0,1.0
DEP-REL-CHG::acl→nsubj:pass::None::None::None::None,nsubj:pass,16,1.0,1.0
DEP-REL-CHG::acl→nsubj:pass::None::None::None::None::None::None::None::None::None::None,nsubj:pass,16,1.0,1.0
LENGTH-CHG::8→11::None::None::None::None,11,16,1.0,1.0
LENGTH-CHG::8→11::None::None::None::None::None::None::None::None::None::None,11,16,1.0,1.0
TED-KLEIN::5→5::None::None::None::None,5,16,1.0,1.0
TED-KLEIN::5→5::None::None::None::None::None::None::None::None::None::None,5,16,1.0,1.0
DEP-REL-CHG::acl→compound::None::None::None::None,compound,16,1.0,1.0
DEP-REL-CHG::acl→compound::None::None::None::None::None::None::None::None::None::None,compound,16,1.0,1.0
DEP-REL-CHG::compound→xcomp::None::None::None::None,xcomp,16,1.0,1.0
DEP-REL-CHG::compound→xcomp::None::None::None::None::None::None::None::None::None::None,xcomp,16,1.0,1.0
DEP-REL-CHG::nmod→nsubj::None::None::None,nsubj,16,1.0,1.0
LENGTH-CHG::10→16::None::None::None,16,16,1.0,1.0
DEP-REL-CHG::mark→det::None::None::None::None,det,16,1.0,1.0
DEP-REL-CHG::mark→det::None::None::None::None::None::None::None::None::None::None,det,16,1.0,1.0
LENGTH-CHG::13→19::None::None::None::None,19,16,1.0,1.0
LENGTH-CHG::13→19::None::None::None::None::None::None::None::None::None::None,19,16,1.0,1.0
POS-CHG::NOUN→ADJ::None::None::None,ADJ,16,1.0,1.0
DEP-REL-CHG::compound→advcl::None::None::None::None,advcl,16,1.0,1.0
DEP-REL-CHG::compound→advcl::None::None::None::None::None::None::None::None::None::None,advcl,16,1.0,1.0
DEP-REL-CHG::cc→compound::None::None::None,compound,16,1.0,1.0
DEP-REL-CHG::conj→obl::None::None::None,obl,16,1.0,1.0
LENGTH-CHG::15→18::None::None::None,18,16,1.0,1.0
DEP-REL-CHG::nmod:poss→obj::None::None::None,obj,16,1.0,1.0
TED-RTED::30→30::None::None::None::None,30,16,1.0,1.0
TED-RTED::30→30::None::None::None::None::None::None::None::None::None::None,30,16,1.0,1.0
TED-KLEIN::27→27::None::None::None,27,16,1.0,1.0
DEP-REL-CHG::nsubj→conj::None::None::None,conj,16,1.0,1.0
DEP-REL-CHG::advmod→compound::None::None::None,compound,16,1.0,1.0
LENGTH-CHG::14→20::None::None::None,20,16,1.0,1.0
DEP-REL-CHG::acl→aux:pass::None::None::None,aux:pass,16,1.0,1.0
DEP-REL-CHG::xcomp→mark::None::None::None::None,mark,16,1.0,1.0
DEP-REL-CHG::xcomp→mark::None::None::None::None::None::None::None::None::None::None,mark,16,1.0,1.0
DEP-REL-CHG::nmod:poss→punct::None::None::None,punct,16,1.0,1.0
DEP-REL-CHG::advcl→advmod::None::None::None,advmod,16,1.0,1.0
FEAT-CHG::Person=None→Person=3::None::None::None,Person=3,16,1.0,1.0
FEAT-CHG::Mood=None→Mood=Ind::None::None::None,Mood=Ind,16,1.0,1.0
TED-KLEIN::6→6::None::None::None::None,6,16,1.0,1.0
TED-KLEIN::6→6::None::None::None::None::None::None::None::None::None::None,6,16,1.0,1.0
DEP-REL-CHG::root→nummod::None::None::None,nummod,16,1.0,1.0
DEP-REL-CHG::nsubj:pass→compound::None::None::None::None,compound,16,1.0,1.0
DEP-REL-CHG::nsubj:pass→compound::None::None::None::None::None::None::None::None::None::None,compound,16,1.0,1.0
DEP-REL-CHG::mark→xcomp::None::None::None,xcomp,16,1.0,1.0
DEP-REL-CHG::parataxis→compound::None::None::None::None,compound,16,1.0,1.0
DEP-REL-CHG::parataxis→compound::None::None::None::None::None::None::None::None::None::None,compound,16,1.0,1.0
DEP-REL-CHG::nsubj→obj::None::None::None,obj,16,1.0,1.0
FEAT-CHG::Person=3→Person=None::None::None::None,Person=None,16,1.0,1.0
FEAT-CHG::Mood=Ind→Mood=None::None::None::None,Mood=None,16,1.0,1.0
DEP-REL-CHG::obl:unmarked→punct::None::None::None,punct,16,1.0,1.0
DEP-REL-CHG::advmod→amod::None::None::None,amod,16,1.0,1.0
POS-CHG::VERB→ADJ::None::None::None,ADJ,16,1.0,1.0
DEP-REL-CHG::nmod:poss→compound::None::None::None::None,compound,16,1.0,1.0
DEP-REL-CHG::nmod:poss→compound::None::None::None::None::None::None::None::None::None::None,compound,16,1.0,1.0
DEP-REL-CHG::advcl→obl::None::None::None,obl,16,1.0,1.0
DEP-REL-CHG::nmod:poss→mark::None::None::None,mark,16,1.0,1.0
DEP-REL-CHG::parataxis→obj::None::None::None,obj,16,1.0,1.0
TOKEN-REORDER::FRONT→FRONT::None::None::None,FRONT,16,1.0,1.0
DEP-REL-CHG::appos→obl::None::None::None,obl,16,1.0,1.0
DEP-REL-CHG::appos→nmod::None::None::None,nmod,16,1.0,1.0
DEP-REL-CHG::det→compound::None::None::None,compound,16,1.0,1.0
DEP-REL-CHG::acl→punct::None::None::None,punct,16,1.0,1.0
DEP-REL-CHG::obj→ccomp::None::None::None::None,ccomp,15,1.0,1.0
DEP-REL-CHG::obj→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,15,1.0,1.0
DEP-REL-CHG::obj→advmod::None::None::None::None,advmod,15,1.0,1.0
DEP-REL-CHG::obj→advmod::None::None::None::None::None::None::None::None::None::None,advmod,15,1.0,1.0
TED-KLEIN::7→7::None::None::None::None,7,15,1.0,1.0
TED-KLEIN::7→7::None::None::None::None::None::None::None::None::None::None,7,15,1.0,1.0
TED-ZHANG-SHASHA::25→25::None::None::None::None,25,15,1.0,1.0
TED-ZHANG-SHASHA::25→25::None::None::None::None::None::None::None::None::None::None,25,15,1.0,1.0
TED-ZHANG-SHASHA::22→22::None::None::None::None,22,15,1.0,1.0
TED-ZHANG-SHASHA::22→22::None::None::None::None::None::None::None::None::None::None,22,15,1.0,1.0
DEP-REL-CHG::nmod:poss→nsubj::None::None::None::None,nsubj,15,1.0,1.0
DEP-REL-CHG::nmod:poss→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,15,1.0,1.0
TED-ZHANG-SHASHA::26→26::None::None::None::None,26,15,1.0,1.0
TED-ZHANG-SHASHA::26→26::None::None::None::None::None::None::None::None::None::None,26,15,1.0,1.0
DEP-REL-CHG::nsubj:pass→det::None::None::None::None,det,15,1.0,1.0
DEP-REL-CHG::nsubj:pass→det::None::None::None::None::None::None::None::None::None::None,det,15,1.0,1.0
DEP-REL-CHG::nsubj→obl::None::None::None::None,obl,15,1.0,1.0
DEP-REL-CHG::nsubj→obl::None::None::None::None::None::None::None::None::None::None,obl,15,1.0,1.0
DEP-REL-CHG::amod→aux::None::None::None::None,aux,15,1.0,1.0
DEP-REL-CHG::amod→aux::None::None::None::None::None::None::None::None::None::None,aux,15,1.0,1.0
LENGTH-CHG::14→16::None::None::None::None,16,15,1.0,1.0
LENGTH-CHG::14→16::None::None::None::None::None::None::None::None::None::None,16,15,1.0,1.0
DEP-REL-CHG::obl→nmod:poss::None::None::None::None,nmod:poss,15,1.0,1.0
DEP-REL-CHG::obl→nmod:poss::None::None::None::None::None::None::None::None::None::None,nmod:poss,15,1.0,1.0
