newspaper,sentence_id,parse_type,feature_id,feature_name,mnemonic,canonical_value,headline_value,canonical_context,headline_context,added_punctuation,position,context,before,after,deleted_punctuation
The-Hindu,521,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Inf,Fin,The court has refused to cancel the ED warrant against Mehul Choksi.,Court refuses to cancel ED warrant against Mehul Choksi,,,,,,
The-Hindu,521,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,The court has refused to cancel the ED warrant against Mehul Choksi.,Court refuses to cancel ED warrant against Mehul Choksi,,,,,,
The-Hindu,521,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,11,11,The court has refused to cancel the ED warrant against Mehul Choksi.,Court refuses to cancel ED warrant against Mehul Choksi,,,,,,
The-Hindu,521,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,12,12,The court has refused to cancel the ED warrant against Mehul Choksi.,Court refuses to cancel ED warrant against Mehul Choksi,,,,,,
The-Hindu,521,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,11,11,The court has refused to cancel the ED warrant against Mehul Choksi.,Court refuses to cancel ED warrant against Mehul Choksi,,,,,,
The-Hindu,521,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,The court has refused to cancel the ED warrant against Mehul Choksi.,Court refuses to cancel ED warrant against Mehul Choksi,,,,,,
The-Hindu,521,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,The court has refused to cancel the ED warrant against Mehul Choksi.,Court refuses to cancel ED warrant against Mehul Choksi,,,,,,
The-Hindu,521,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,11,10,The court has refused to cancel the ED warrant against Mehul Choksi.,Court refuses to cancel ED warrant against Mehul Choksi,,,,,,
The-Hindu,521,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,25,20,The court has refused to cancel the ED warrant against Mehul Choksi.,Court refuses to cancel ED warrant against Mehul Choksi,,,,,,
The-Hindu,521,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.17,1.62,The court has refused to cancel the ED warrant against Mehul Choksi.,Court refuses to cancel ED warrant against Mehul Choksi,,,,,,
The-Hindu,521,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.00,1.73,The court has refused to cancel the ED warrant against Mehul Choksi.,Court refuses to cancel ED warrant against Mehul Choksi,,,,,,
The-Hindu,522,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,press trust of india jalna,press trust of india jalna,,,,,,
The-Hindu,522,both,H-TYPE,Headline Type,H-TYPE,,fragment,press trust of india jalna,press trust of india jalna,,,,,,
The-Hindu,522,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,5,5,press trust of india jalna,press trust of india jalna,,,,,,
The-Hindu,522,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,10,10,press trust of india jalna,press trust of india jalna,,,,,,
The-Hindu,522,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,1.75,1.75,press trust of india jalna,press trust of india jalna,,,,,,
The-Hindu,522,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.80,1.80,press trust of india jalna,press trust of india jalna,,,,,,
The-Hindu,523,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,FW-DEL,Function Word Deletion,FW-DEL,CCONJ-DEL,ABSENT,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,POS-CHG,Part of Speech Change,POS-CHG,ADJ,NOUN,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,amod,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,amod,nsubj:pass,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj:pass,root,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux:pass,obj,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,punct,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,xcomp,advmod,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,cc,conj,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,advmod,case,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,conj,obl,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,12,9,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,CONST-REM,Constituent Removal,CONST-REM,ADJP-REM,ABSENT,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,14,14,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,16,16,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,15,15,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,both,PUNCT-ADD,Punctuation Addition,PUNCT-ADD,,comma,A minor girl was held captive and sexually abused in Hingoli,"or girl held captive**,** sexually abused in ",comma,23.0,"or girl held captive**,** sexually abused in ",or girl held captive,sexually abused in,
The-Hindu,523,both,PUNCT-SUBST,Punctuation Substitution,PUNCT-SUBST,and,",",A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,both,H-TYPE,Headline Type,H-TYPE,,fragment,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,9,8,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,23,19,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.18,1.62,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,523,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.00,1.80,A minor girl was held captive and sexually abused in Hingoli.,"Minor girl held captive, sexually abused in Hingoli",,,,,,
The-Hindu,524,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,press trust of india mumbai,press trust of india mumbai,,,,,,
The-Hindu,524,both,H-TYPE,Headline Type,H-TYPE,,fragment,press trust of india mumbai,press trust of india mumbai,,,,,,
The-Hindu,524,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,5,5,press trust of india mumbai,press trust of india mumbai,,,,,,
The-Hindu,524,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,10,10,press trust of india mumbai,press trust of india mumbai,,,,,,
The-Hindu,524,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,1.75,1.75,press trust of india mumbai,press trust of india mumbai,,,,,,
The-Hindu,524,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.80,1.80,press trust of india mumbai,press trust of india mumbai,,,,,,
The-Hindu,525,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,dependency,C-DEL,Content Word Deletion,C-DEL,VERB-DEL,ABSENT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,root,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,case,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,amod,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,nmod,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,amod,case,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,obl,compound,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,nmod,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,case,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,nmod,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,13,9,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CONST-REM,Constituent Removal,CONST-REM,VP-REM,ABSENT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,verbal,verbless,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,11,11,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,11,11,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,11,11,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,both,H-TYPE,Headline Type,H-TYPE,,fragment,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,11,9,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,26,20,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.67,1.88,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,525,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.92,1.73,Thackeray has called for quick resolution of the boundary dispute with Karnataka.,Thackeray for quick resolution of boundary dispute with Karnataka,,,,,,
The-Hindu,526,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,pune,pune,,,,,,
The-Hindu,526,both,H-TYPE,Headline Type,H-TYPE,,fragment,pune,pune,,,,,,
The-Hindu,526,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,3,3,pune,pune,,,,,,
The-Hindu,526,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,3,3,pune,pune,,,,,,
The-Hindu,526,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,0.00,0.00,pune,pune,,,,,,
The-Hindu,526,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.00,1.00,pune,pune,,,,,,
The-Hindu,527,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,dependency,FW-DEL,Function Word Deletion,FW-DEL,PRON-PERS-DEL,ABSENT,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,nsubj:pass,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj:pass,root,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,mark,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux:pass,advcl,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,amod,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,mark,obj,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,advcl,xcomp,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,12,7,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,CONST-ADD,Constituent Addition,CONST-ADD,ABSENT,ADJP-ADD,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,15,15,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,13,13,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,15,15,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,both,H-TYPE,Headline Type,H-TYPE,,fragment,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,11,9,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,24,17,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.45,1.67,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,527,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.92,1.60,A man has been booked for getting his minor daughter married.,Man booked for getting minor daughter married,,,,,,
The-Hindu,528,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,rishikesh,rishikesh,,,,,,
The-Hindu,528,both,H-TYPE,Headline Type,H-TYPE,,fragment,rishikesh,rishikesh,,,,,,
The-Hindu,528,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,2,2,rishikesh,rishikesh,,,,,,
The-Hindu,528,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,2,2,rishikesh,rishikesh,,,,,,
The-Hindu,528,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,0.00,0.00,rishikesh,rishikesh,,,,,,
The-Hindu,528,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.00,1.00,rishikesh,rishikesh,,,,,,
